GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JPA Annotation Processor (Liquibase Common),org.sw4j.tool.annotation.jpa.generator.liquibase.common,DataTypeUtils,3,52,0,20,1,11,1,11,1,1
